symbol,trade_date,rsi,macd,sma_50,sma_200
STK030,2024-04-25,6.61,-2.22,145.46,260.49
STK021,2024-04-26,60.39,-0.0,285.97,225.7
STK036,2024-05-03,84.94,-0.15,89.48,192.63
STK001,2024-06-03,27.64,3.92,187.02,263.4
STK025,2023-10-23,43.24,1.11,30.77,292.86
STK020,2023-01-06,56.58,3.26,138.64,62.93
STK018,2024-03-01,12.65,2.36,146.28,51.71
STK008,2023-09-26,19.28,1.03,40.92,267.67
STK029,2024-10-04,54.98,0.51,256.08,271.07
STK027,2023-01-04,0.66,-2.92,42.58,139.47
STK032,2024-07-07,76.99,4.72,49.4,136.83
STK017,2024-08-30,35.8,-2.29,139.8,72.33
STK013,2024-11-04,52.32,3.67,57.58,299.9
STK004,2023-09-27,14.06,-4.02,219.99,282.64
STK002,2023-04-14,45.97,4.04,250.85,167.11
STK014,2024-03-11,8.93,1.95,295.76,81.41
STK030,2024-10-20,28.69,1.73,296.95,158.67
STK001,2023-10-18,86.33,2.09,286.82,154.21
STK030,2023-12-22,19.52,1.72,110.02,276.05
STK027,2023-01-08,37.12,-4.45,272.37,124.23
STK014,2024-01-10,24.63,4.1,90.14,213.05
STK013,2023-07-18,51.97,4.44,233.45,53.27
STK038,2023-11-05,58.13,-1.79,135.49,231.01
STK036,2023-02-28,45.92,3.04,38.88,196.84
STK040,2024-07-28,39.97,-1.7,204.37,84.75
STK006,2024-04-19,78.53,0.64,225.17,121.55
STK007,2023-10-30,43.84,-3.53,67.81,176.09
STK025,2024-02-19,96.5,-1.59,40.87,46.68
STK027,2023-03-01,8.8,1.41,215.24,36.99
STK025,2023-08-30,39.08,-3.1,97.51,55.45
STK001,2023-05-22,21.91,3.19,168.69,287.11
STK039,2023-04-05,53.2,-3.33,151.41,211.36
STK032,2023-12-29,82.44,0.93,202.7,267.86
STK001,2023-07-17,72.49,-4.82,189.64,299.24
STK011,2023-03-23,33.19,4.58,125.3,126.36
STK003,2024-12-01,58.58,4.23,86.02,107.55
STK013,2023-07-04,54.08,3.21,65.94,160.88
STK017,2023-09-28,70.95,2.91,93.14,47.84
STK013,2024-08-04,97.11,4.33,287.95,140.44
STK022,2024-12-01,2.35,-2.15,170.97,200.97
STK015,2024-01-29,70.52,-1.21,104.74,173.91
STK039,2023-07-18,81.34,-0.61,107.47,120.99
STK035,2023-07-28,29.23,4.48,264.12,83.58
STK002,2024-07-09,24.83,4.55,234.81,224.84
STK039,2024-07-08,80.8,2.48,249.3,57.56
STK034,2024-09-29,88.17,-2.35,103.96,114.32
STK021,2023-07-27,9.26,-4.54,117.34,211.73
STK040,2024-07-03,8.22,4.86,119.8,258.47
STK020,2023-09-18,81.66,-2.09,231.59,237.41
STK039,2023-01-26,82.56,-0.35,153.3,198.02
STK037,2023-12-25,98.91,-4.26,182.23,22.93
STK033,2023-11-12,10.07,-3.98,289.68,97.83
STK004,2024-05-02,31.08,-1.68,265.11,120.06
STK009,2024-01-02,58.9,2.42,87.03,25.2
STK001,2023-01-17,73.99,4.57,204.2,150.44
STK012,2024-08-11,60.19,2.67,110.2,166.71
STK029,2023-11-28,22.99,2.69,236.21,82.82
STK030,2023-03-08,18.34,2.22,53.22,188.67
STK038,2024-09-28,68.04,-2.62,191.29,161.41
STK019,2023-04-13,42.33,-2.93,181.64,154.32
STK038,2024-01-18,81.96,-0.96,117.17,32.18
STK001,2023-03-10,3.7,-3.6,176.45,278.6
STK036,2024-03-27,79.53,1.15,26.76,154.87
STK035,2023-08-07,47.69,2.79,293.16,173.51
STK008,2023-02-02,24.03,3.61,254.84,98.3
STK006,2024-04-07,21.99,-1.81,110.84,138.02
STK003,2024-06-14,84.26,2.21,174.71,60.69
STK022,2023-04-27,40.63,4.97,185.2,65.56
STK029,2024-03-30,78.91,-2.7,159.59,266.23
STK039,2023-04-03,39.8,2.33,188.59,65.45
STK032,2023-03-23,50.87,2.9,108.09,167.25
STK037,2024-06-30,46.89,0.89,256.78,143.02
STK039,2024-04-04,96.99,2.85,22.42,123.21
STK029,2024-09-06,81.77,-3.95,90.49,197.3
STK011,2023-05-31,71.57,-3.02,188.53,58.98
STK006,2023-02-27,9.96,-1.23,106.44,296.31
STK006,2023-05-08,47.24,3.93,92.34,108.23
STK011,2024-05-21,40.01,-2.98,191.06,138.06
STK003,2023-02-06,92.44,2.69,49.88,141.72
STK023,2024-06-20,94.89,3.0,196.69,193.42
STK034,2023-05-13,12.8,-2.27,54.23,25.45
STK006,2023-06-06,71.79,-2.97,43.17,218.17
STK017,2023-04-02,85.3,-2.64,283.3,282.23
STK034,2024-08-17,47.77,-2.74,50.15,127.96
STK002,2023-02-27,45.24,1.95,102.39,136.95
STK015,2023-04-21,12.88,-3.47,116.57,113.32
STK007,2023-05-06,90.39,-0.35,136.05,47.8
STK012,2024-03-29,94.47,-4.86,260.61,199.45
STK023,2023-05-04,91.35,1.24,102.97,250.09
STK014,2024-06-01,40.91,-0.75,217.67,64.55
STK007,2023-07-24,81.8,3.67,153.42,203.56
STK010,2023-11-28,18.13,0.46,73.11,225.04
STK029,2023-02-02,85.32,-2.14,35.94,74.74
STK032,2023-10-27,77.44,-4.46,237.68,153.89
STK015,2023-07-18,74.6,-0.45,118.39,284.8
STK039,2024-11-06,29.88,2.03,78.18,82.04
STK028,2024-09-09,40.95,-4.75,84.19,254.43
STK002,2023-11-21,15.46,3.95,36.23,274.77
STK003,2024-07-08,39.77,-0.96,106.43,270.26
STK040,2023-10-10,72.81,1.7,164.9,236.36
STK012,2023-11-17,56.82,3.78,53.73,179.68
STK005,2023-01-16,40.36,3.75,179.99,55.0
STK003,2024-11-26,32.96,0.73,88.98,250.75
STK031,2024-06-05,79.08,1.97,50.4,68.96
STK033,2024-06-15,32.79,-0.44,97.09,170.15
STK014,2023-01-20,84.4,-0.37,212.6,120.57
STK020,2024-11-07,50.24,-1.58,290.28,224.08
STK008,2023-09-02,55.21,-4.82,296.65,262.6
STK024,2023-05-08,74.87,-1.74,156.79,219.45
STK029,2024-06-17,44.18,1.78,295.63,111.17
STK037,2023-05-06,28.92,-4.54,65.27,195.91
STK023,2023-03-22,7.5,1.14,248.8,106.93
STK014,2023-04-05,34.29,4.21,149.92,245.17
STK002,2023-07-14,94.28,-2.67,267.98,214.31
STK004,2023-10-02,40.2,-2.44,141.11,238.02
STK031,2024-07-19,86.89,2.68,118.97,130.75
STK001,2023-08-10,93.43,-4.77,88.44,149.61
STK012,2024-03-24,41.29,-1.21,182.22,282.97
STK040,2024-08-19,53.72,-2.56,212.11,37.36
STK036,2024-08-14,28.74,0.95,168.55,101.73
STK001,2023-11-20,53.56,-0.19,296.24,78.24
STK020,2024-11-14,63.32,2.82,52.43,29.11
STK010,2023-04-02,0.39,4.23,97.84,40.1
STK026,2024-10-23,77.41,2.71,110.1,229.02
STK017,2024-08-22,16.65,-3.69,22.12,199.57
STK017,2023-09-22,88.01,-1.18,214.64,139.42
STK024,2024-04-19,88.42,4.79,126.69,138.04
STK011,2024-08-05,6.52,-1.78,98.42,153.58
STK034,2024-09-14,90.67,3.18,206.54,155.13
STK029,2023-12-28,74.93,-0.93,187.21,177.06
STK032,2023-12-06,2.37,0.16,249.91,125.77
STK012,2023-04-23,43.41,1.29,29.14,196.93
STK014,2023-04-10,6.43,4.73,84.11,152.81
STK012,2023-09-05,90.35,2.09,113.6,233.0
STK008,2023-08-20,28.24,-3.29,132.39,235.8
STK029,2024-11-07,93.34,3.58,181.29,183.89
STK020,2023-04-04,98.93,-0.23,22.25,255.47
STK039,2024-03-13,93.9,0.93,146.3,98.0
STK032,2024-05-27,13.4,0.68,186.06,87.79
STK026,2024-04-19,86.25,-2.63,107.06,194.17
STK024,2023-02-15,89.27,-3.56,98.11,211.43
STK035,2024-03-29,82.55,3.14,169.41,186.94
STK037,2024-03-13,98.19,0.24,40.02,285.89
STK011,2023-01-30,41.33,3.14,106.5,74.59
STK011,2023-05-01,55.69,0.51,201.22,52.43
STK026,2024-03-10,80.15,4.65,191.78,201.13
STK020,2024-11-24,52.13,-4.89,227.89,87.78
STK040,2024-11-19,21.76,-3.49,104.62,238.33
STK011,2024-04-06,88.05,0.71,162.97,220.77
STK017,2024-11-25,78.85,-4.59,167.68,281.6
STK019,2023-07-07,61.11,-1.17,32.85,29.63
STK016,2023-09-23,75.52,-2.5,71.19,225.33
STK014,2023-02-14,32.22,-1.16,224.54,54.55
STK008,2023-03-01,89.42,-3.18,38.38,243.08
STK016,2024-11-28,90.68,4.0,160.25,201.54
STK025,2024-09-09,6.74,-3.03,99.56,54.01
STK013,2024-01-25,85.21,-4.53,212.76,65.36
STK033,2023-06-10,34.05,4.6,191.62,32.42
STK011,2024-03-05,17.44,-2.65,257.68,44.72
STK009,2024-02-12,49.34,1.99,111.27,287.63
STK026,2023-05-22,30.81,1.85,160.41,94.87
STK024,2024-02-10,12.35,-3.41,143.96,102.65
STK039,2023-04-02,47.08,-1.05,32.14,140.83
STK021,2023-12-30,25.88,-4.75,48.19,152.45
STK014,2024-07-12,59.54,-3.74,98.2,262.27
STK006,2024-08-20,12.36,2.9,76.82,52.61
STK014,2023-10-29,16.78,1.58,281.08,53.0
STK014,2023-02-06,42.96,-4.98,95.03,228.71
STK011,2023-09-08,74.27,1.61,246.4,289.25
STK011,2023-02-22,7.89,4.02,150.59,83.79
STK019,2023-10-17,82.68,-3.58,293.4,192.52
STK018,2023-01-18,12.06,-1.85,157.64,54.87
STK014,2024-01-03,39.82,0.01,116.89,38.65
STK018,2023-01-20,56.01,-1.58,80.49,228.12
STK019,2024-10-07,64.03,-3.98,93.53,191.36
STK032,2024-03-01,45.43,-0.69,97.33,273.49
STK039,2024-09-23,5.05,3.59,253.34,124.56
STK005,2023-10-26,36.2,-2.83,248.19,27.77
STK005,2024-06-05,93.65,-2.17,259.03,280.99
STK033,2023-06-13,25.71,-4.34,226.82,157.95
STK003,2023-05-17,54.19,0.23,136.51,223.94
STK021,2024-02-02,88.31,-2.75,125.2,111.58
STK017,2024-09-27,78.3,-1.84,25.03,177.85
STK019,2023-07-29,10.13,2.76,169.89,173.68
STK017,2023-12-07,62.66,1.8,205.65,72.17
STK005,2023-01-30,26.21,-3.42,150.94,152.63
STK007,2023-11-07,82.93,-4.99,65.95,52.6
STK007,2024-11-27,6.14,0.1,53.16,183.62
STK008,2024-01-06,14.87,-4.97,184.75,51.87
STK037,2024-03-19,34.62,-0.76,163.1,93.45
STK025,2024-06-25,19.89,-2.24,152.25,287.24
STK039,2024-04-28,12.13,4.85,154.32,143.32
STK026,2024-04-23,18.15,-4.35,28.76,139.12
STK033,2024-05-30,34.16,-0.56,172.9,231.84
STK005,2024-02-03,52.59,-1.89,132.88,63.51
STK003,2024-04-29,64.09,0.9,221.61,298.18
STK030,2023-09-24,31.93,-2.04,61.1,27.61
STK037,2024-11-10,90.49,-3.22,206.04,227.81
STK021,2024-05-28,95.59,0.42,131.94,169.4
STK038,2023-04-15,24.25,-4.69,196.74,64.18
STK020,2023-04-10,2.63,4.42,58.29,41.86
STK028,2024-11-24,3.73,-1.63,289.92,162.03
STK034,2023-08-29,71.76,1.74,279.28,254.8
STK003,2023-06-06,44.12,1.61,21.61,290.03
STK020,2023-01-13,54.12,-3.45,106.63,230.2
STK025,2024-10-12,36.11,3.67,25.09,177.3
STK036,2023-07-03,35.1,-0.67,32.84,278.9
STK028,2023-10-17,98.56,3.48,171.79,213.53
STK026,2024-06-03,6.09,1.99,158.37,225.32
STK038,2023-10-12,85.25,4.14,247.7,144.4
STK017,2023-12-04,36.45,0.65,213.0,122.37
STK037,2023-04-06,28.24,-2.83,150.65,38.9
STK024,2024-10-19,44.59,0.3,69.14,134.63
STK030,2024-06-18,44.33,3.61,272.7,125.46
STK010,2024-09-16,26.06,4.51,256.57,253.58
STK032,2023-11-07,79.91,1.15,219.53,177.41
STK030,2024-08-13,42.85,-4.33,20.51,64.42
STK019,2023-08-06,76.41,4.51,71.64,269.77
STK040,2023-12-25,34.57,-3.48,218.42,184.58
STK020,2024-03-02,59.29,-0.78,89.46,239.75
STK032,2023-04-24,19.82,-3.97,136.87,46.43
STK022,2024-07-25,55.08,4.28,134.87,194.48
STK006,2024-05-31,29.47,4.07,157.78,297.19
STK004,2024-06-12,36.83,-1.41,92.54,267.64
STK030,2023-10-06,18.8,2.69,101.84,138.98
STK040,2023-03-13,55.81,1.18,130.78,235.94
STK017,2023-03-08,85.53,-1.01,256.22,214.48
STK012,2023-06-09,38.74,3.44,225.99,191.93
STK007,2024-10-15,87.85,3.3,136.57,293.89
STK037,2024-07-07,23.52,1.84,45.77,198.81
STK007,2023-01-25,65.68,1.39,265.51,75.12
STK037,2023-05-14,40.82,0.04,70.12,136.76
STK032,2024-07-09,52.57,-0.22,178.45,53.96
STK003,2024-07-19,8.17,3.49,236.73,89.2
STK028,2023-02-04,84.56,-4.78,68.95,104.15
STK037,2023-07-20,55.62,-1.4,33.35,20.28
STK033,2023-06-24,9.11,-1.4,168.47,138.38
STK022,2023-04-15,6.02,-3.81,278.63,84.35
STK007,2024-11-26,89.36,4.17,110.57,245.49
STK013,2023-05-13,78.87,1.01,32.16,196.88
STK004,2024-04-08,9.53,2.9,223.3,278.5
STK034,2023-05-19,17.76,-2.86,31.57,277.11
STK038,2023-01-28,60.02,-4.4,260.22,20.55
STK032,2023-04-17,85.5,-4.88,251.25,119.24
STK022,2023-11-25,61.42,0.81,234.68,111.38
STK031,2023-03-01,71.47,-2.85,64.79,201.6
STK018,2023-01-09,51.91,-3.61,190.83,204.66
STK019,2024-03-06,1.34,2.58,98.84,52.67
STK016,2023-08-13,91.36,4.47,228.87,113.68
STK005,2024-01-05,37.23,3.11,292.31,143.25
STK029,2023-04-25,18.76,4.24,199.49,154.13
STK037,2024-06-01,27.19,-1.81,79.23,96.09
STK006,2023-08-16,3.13,-2.84,133.15,256.15
STK035,2024-05-30,89.96,4.8,194.12,299.25
STK025,2024-11-13,23.33,-4.92,259.33,94.25
STK025,2023-03-09,37.07,4.89,125.81,159.34
STK004,2023-06-21,45.98,-4.6,110.96,160.01
STK007,2023-12-24,15.94,2.81,148.01,49.27
STK034,2023-10-11,47.6,2.54,125.76,224.39
STK012,2024-03-24,33.28,-1.62,240.48,76.39
STK027,2023-02-28,79.48,1.09,128.52,52.07
STK013,2023-02-12,83.94,3.76,156.49,120.87
STK008,2023-06-30,52.88,-4.52,198.27,211.71
STK030,2023-06-14,9.05,-4.15,258.33,151.34
STK018,2023-06-04,34.28,-3.25,61.22,143.84
STK016,2024-08-05,1.96,-2.47,51.06,291.56
STK008,2023-07-01,13.54,-2.19,46.8,100.42
STK026,2024-09-18,87.78,1.89,153.25,248.42
STK027,2023-01-16,20.55,-1.69,184.04,133.5
STK022,2023-10-25,39.81,-3.35,169.49,212.98
STK008,2023-11-11,89.74,3.27,286.86,66.93
STK010,2024-04-17,80.83,-1.36,123.98,48.2
STK006,2024-09-27,81.8,2.85,170.68,148.17
STK038,2023-02-18,8.18,-2.96,196.9,198.77
STK026,2024-04-25,50.37,-1.03,211.94,237.71
STK012,2023-07-17,78.02,3.52,192.6,76.42
STK024,2024-02-19,44.22,-0.27,268.11,40.02
STK020,2023-05-12,46.52,3.52,81.91,153.97
STK021,2024-05-01,27.13,-0.8,210.11,188.8
STK017,2023-11-04,34.91,1.57,128.37,43.75
STK002,2023-11-19,8.16,0.46,28.09,287.26
STK023,2023-04-25,38.33,-2.64,40.85,113.66
STK022,2023-05-03,12.83,2.72,66.37,71.06
STK037,2024-03-07,27.36,0.4,66.99,138.01
STK005,2024-03-14,2.16,-1.58,146.12,92.93
STK024,2023-01-05,46.1,-3.23,166.51,268.74
STK038,2023-12-13,91.45,-3.34,143.66,229.59
STK009,2024-08-06,73.68,3.65,226.36,254.17
STK019,2023-06-03,76.59,-4.67,299.01,217.27
STK001,2023-09-10,12.13,-2.29,54.8,29.19
STK023,2023-08-15,77.42,-4.68,186.89,110.85
STK039,2023-12-03,61.86,3.29,198.93,233.77
STK019,2023-10-23,35.07,1.61,263.95,217.98
STK021,2024-06-25,99.83,1.17,196.75,229.48
STK005,2024-03-18,46.2,-4.81,100.0,272.36
STK027,2023-03-27,37.94,3.8,97.87,148.9
STK018,2023-08-12,13.55,2.96,188.98,220.56
STK016,2024-07-08,51.77,3.31,226.02,66.27
STK023,2023-01-15,74.36,1.98,262.24,104.55
STK014,2024-02-24,68.88,-4.21,96.54,260.19
STK032,2024-06-04,62.91,-1.03,64.8,34.06
STK030,2024-05-05,9.72,-4.8,237.79,136.95
STK009,2024-02-10,60.63,4.07,65.15,109.28
STK021,2023-07-12,80.05,0.15,263.7,208.69
STK023,2023-01-09,95.02,-0.31,196.35,217.32
STK025,2023-08-07,10.14,-4.74,71.14,66.33
STK034,2023-12-24,98.3,-0.44,145.34,292.73
STK026,2024-06-08,69.55,-0.9,270.23,58.14
STK006,2023-07-10,6.31,1.45,36.32,101.85
STK021,2024-11-02,68.66,-0.78,64.71,99.79
STK016,2023-06-01,46.15,-4.0,123.82,74.79
STK036,2023-05-05,57.26,4.14,252.4,235.62
STK018,2024-02-05,41.15,-4.48,276.73,229.26
STK033,2024-11-04,47.04,4.92,60.86,54.19
STK037,2024-09-03,87.94,-4.04,149.15,120.08
STK025,2024-01-18,47.33,4.89,55.13,43.36
STK011,2024-07-07,22.14,-3.13,169.51,83.87
STK012,2023-09-09,33.76,0.52,270.85,58.07
STK004,2024-07-09,66.24,-4.31,149.24,153.1
STK022,2023-01-24,49.04,-1.81,237.17,162.03
STK039,2024-08-31,48.43,3.15,122.78,284.27
STK034,2024-11-14,13.91,-2.22,102.47,50.29
STK031,2023-05-16,59.01,3.86,212.72,83.5
STK040,2023-10-03,3.86,-1.66,118.67,290.62
STK012,2023-05-10,32.29,2.98,275.45,75.96
STK029,2024-01-09,80.22,1.91,220.66,287.27
STK002,2023-12-30,31.99,-3.32,201.65,279.28
STK017,2023-04-09,81.2,2.87,293.31,233.71
STK021,2024-04-23,41.85,4.81,290.85,40.81
STK001,2024-05-29,36.61,4.14,39.22,225.77
STK019,2024-01-30,63.65,1.01,21.57,271.31
STK005,2024-01-24,84.19,-2.24,86.1,272.09
STK031,2023-01-24,93.92,4.92,285.79,123.74
STK038,2024-10-27,36.81,3.55,194.96,79.67
STK006,2024-05-20,41.25,2.89,157.95,275.98
STK017,2024-06-15,91.91,-4.0,148.86,161.29
STK023,2023-05-21,41.66,3.3,107.43,190.5
STK003,2023-08-18,79.03,1.13,31.74,194.73
STK019,2023-09-24,37.63,1.17,265.14,214.52
STK028,2023-03-25,30.46,-0.08,196.65,171.32
STK006,2024-11-06,29.85,-0.67,225.3,202.95
STK010,2023-09-12,24.8,4.27,116.58,41.88
STK037,2024-01-09,63.4,-2.93,221.38,59.03
STK030,2024-10-16,86.72,3.0,224.99,232.93
STK009,2023-03-15,67.86,-1.26,227.66,251.0
STK025,2023-12-29,55.87,1.57,49.13,106.82
STK036,2024-02-24,20.75,4.03,167.0,264.67
STK039,2024-07-07,62.7,-1.05,290.24,253.4
STK037,2023-05-17,78.72,-2.47,171.15,190.23
STK027,2024-06-28,30.57,-3.47,276.46,87.01
STK005,2023-06-27,17.01,4.92,133.74,257.02
STK040,2024-04-27,35.75,4.58,187.31,156.0
STK002,2024-02-07,80.36,0.09,31.89,132.7
STK005,2024-04-01,23.04,3.51,180.34,52.76
STK037,2024-06-11,66.7,-3.04,286.02,69.61
STK034,2024-10-26,14.5,-0.65,174.75,240.5
STK014,2023-03-12,14.7,0.05,206.82,209.45
STK034,2023-09-08,68.53,-4.88,93.26,290.4
STK034,2023-07-31,85.24,-1.94,100.59,168.85
STK035,2024-09-16,65.21,0.53,290.09,246.24
STK011,2024-08-09,78.23,-1.1,268.44,53.74
STK013,2023-09-25,87.0,0.54,240.44,106.68
STK034,2023-10-31,27.42,3.99,79.69,212.18
STK010,2023-08-09,53.27,-2.98,264.92,37.2
STK001,2023-07-19,41.49,-4.79,285.92,67.32
STK004,2023-12-03,3.73,-0.3,112.29,240.98
STK033,2023-10-08,25.82,-0.46,89.96,298.42
STK017,2024-03-07,86.67,0.57,66.78,117.38
STK004,2024-03-15,32.1,-2.56,28.7,80.69
STK019,2023-12-29,14.34,-4.39,194.81,249.63
STK018,2024-05-18,59.09,-4.5,42.36,162.4
STK039,2023-08-10,80.19,-3.6,28.92,188.3
STK011,2024-04-15,8.11,-3.31,91.47,57.96
STK009,2024-11-07,73.35,-1.31,252.33,194.27
STK029,2024-08-09,6.62,-1.15,34.29,274.81
STK013,2023-02-28,74.04,-1.37,252.6,131.83
STK004,2023-07-05,18.87,2.68,271.58,232.59
STK003,2024-08-23,58.28,3.73,256.77,39.89
STK022,2024-08-20,90.13,4.64,212.32,233.34
STK030,2024-07-02,55.97,-0.67,270.94,264.71
STK037,2023-04-02,50.74,1.97,78.97,64.44
STK010,2023-02-21,21.64,-0.06,30.28,61.02
STK023,2023-04-01,47.59,-4.89,152.73,135.08
STK030,2023-12-26,57.32,-0.01,20.35,167.28
STK016,2023-06-22,9.46,1.32,73.52,273.56
STK016,2024-03-31,24.35,1.14,69.19,261.08
STK028,2023-06-03,38.79,3.42,31.08,267.98
STK025,2023-07-14,85.21,-3.85,36.53,138.45
STK008,2024-11-03,32.4,2.46,252.53,206.55
STK018,2023-09-30,66.34,1.59,275.6,195.27
STK013,2024-03-27,82.24,-0.7,105.63,276.12
STK036,2023-08-21,10.66,0.91,53.19,117.83
STK007,2024-02-07,82.73,-1.25,294.8,139.17
STK015,2023-11-06,80.83,-2.49,260.7,183.18
STK014,2023-01-12,87.63,2.75,268.72,217.13
STK032,2023-01-14,50.15,0.8,197.72,30.19
STK003,2024-04-02,8.08,-3.52,105.67,274.64
STK030,2024-02-06,9.8,3.74,26.07,91.65
STK035,2024-03-05,37.01,1.36,69.71,196.78
STK025,2023-02-25,14.28,-4.72,257.74,260.74
STK014,2023-01-08,26.97,4.29,44.41,289.89
STK014,2023-09-14,47.44,0.43,270.27,97.87
STK036,2023-09-06,99.1,0.68,282.58,175.32
STK017,2024-04-04,27.58,-0.36,249.97,68.38
STK029,2023-04-24,64.13,-2.57,194.85,167.15
STK035,2023-09-24,11.89,4.92,120.83,41.22
STK033,2023-08-15,30.68,-1.95,39.25,239.62
STK024,2024-07-16,53.12,5.0,69.75,162.72
STK036,2024-04-29,14.12,0.62,251.0,269.35
STK023,2024-02-06,66.12,-0.12,134.15,285.97
STK002,2024-08-05,21.92,-4.85,209.78,70.79
STK027,2023-01-16,74.87,4.98,161.48,93.41
STK020,2023-03-02,61.51,3.28,65.35,119.34
STK019,2024-01-08,65.1,-4.71,35.95,28.52
STK024,2023-10-16,18.14,-2.62,23.97,36.95
STK007,2023-09-27,72.76,-3.69,145.76,27.31
STK037,2024-05-03,16.14,-4.0,190.09,237.36
STK012,2023-01-03,24.75,2.97,153.47,34.13
STK028,2023-09-03,25.23,-2.24,139.38,61.91
STK038,2023-02-13,97.98,2.41,102.61,52.6
STK006,2023-06-11,99.57,-0.19,138.2,22.13
STK030,2023-05-13,87.39,1.51,50.48,112.8
STK024,2023-08-23,21.4,-4.36,209.48,100.32
STK006,2024-08-03,25.33,-2.12,276.83,230.55
STK035,2023-03-27,19.71,-4.64,22.37,249.59
STK015,2023-02-24,98.57,4.68,171.62,207.02
STK004,2023-08-30,40.91,1.37,148.72,298.32
STK027,2023-04-03,42.98,-3.58,299.5,181.49
STK028,2024-02-07,15.59,-2.93,276.56,287.2
STK036,2024-05-20,26.65,-4.91,282.22,25.67
STK003,2024-06-04,85.55,4.74,69.24,102.78
STK028,2024-06-24,29.34,0.94,188.1,46.27
STK031,2023-06-16,46.41,2.12,217.45,69.82
STK030,2023-06-18,25.24,2.81,167.0,290.47
STK030,2024-01-12,37.77,2.77,273.23,115.04
STK031,2023-09-07,30.57,-4.2,63.57,127.89
STK032,2023-10-19,70.6,1.61,48.76,284.44
STK005,2024-11-09,2.62,-0.2,87.07,223.0
STK033,2024-10-18,94.24,4.07,173.53,95.08
STK015,2023-02-16,31.47,1.81,262.62,286.58
STK006,2024-06-13,39.15,0.05,124.63,76.17
STK023,2024-08-06,48.02,-3.88,153.61,128.37
STK026,2024-09-18,16.94,-1.13,176.68,106.99
STK002,2024-08-31,84.82,-3.24,290.97,44.97
STK028,2023-02-26,33.71,1.68,147.21,211.61
STK031,2023-02-20,13.15,-0.05,57.37,111.67
STK017,2023-08-10,77.88,1.96,60.13,26.81
STK030,2024-02-24,22.07,-2.26,124.36,61.79
STK036,2023-06-12,38.81,-3.86,162.17,152.71
STK026,2024-05-20,62.36,-0.09,116.36,178.32
STK033,2023-10-18,60.21,-1.2,42.61,152.87
STK024,2024-03-21,15.04,2.36,216.32,39.81
STK028,2024-05-23,26.27,3.71,171.21,26.53
STK002,2023-12-15,53.1,4.24,188.37,53.71
STK026,2023-06-12,9.69,0.09,193.24,270.7
STK007,2024-05-05,56.76,-0.02,166.79,199.12
STK036,2024-02-11,22.21,4.37,204.67,25.78
STK026,2024-02-24,64.21,1.12,206.55,291.88
STK030,2023-07-25,14.71,1.35,48.35,120.07
STK014,2024-08-05,81.34,0.41,205.89,255.23
STK015,2023-06-05,80.61,-4.28,109.8,99.81
STK002,2024-03-15,66.74,4.41,238.83,94.26
STK040,2023-01-26,22.15,4.2,178.61,40.08
STK039,2023-11-16,30.32,1.17,30.41,27.15
STK022,2023-10-10,55.87,2.87,54.32,111.34
STK019,2024-08-17,98.56,-0.24,218.49,119.44
STK038,2023-07-15,37.26,0.0,177.71,137.56
STK006,2023-06-28,76.98,3.39,227.44,116.13
STK022,2024-11-07,60.6,-3.21,40.6,104.29
STK013,2024-10-19,91.73,2.07,248.19,278.46
STK031,2024-07-12,69.51,3.92,279.59,138.53
STK021,2024-10-13,86.51,3.66,201.46,202.34
STK037,2023-04-16,21.83,-4.43,260.52,87.96
STK013,2023-05-30,22.79,-1.71,42.11,135.04
STK025,2024-11-06,87.78,-3.97,150.75,265.27
STK025,2023-10-24,75.26,-2.89,240.29,237.54
STK001,2024-03-13,12.2,-4.33,35.62,286.29
STK036,2024-02-20,32.22,0.36,193.5,212.36
STK030,2024-06-28,88.3,-0.14,112.97,21.92
STK007,2024-06-11,7.72,-4.85,124.69,201.39
STK003,2024-07-09,30.01,4.97,65.83,101.43
STK038,2024-04-21,78.3,-0.09,118.39,275.7
STK021,2024-03-16,45.3,1.73,37.21,244.65
STK038,2023-03-28,71.19,-0.83,155.0,279.9
STK035,2023-10-11,95.92,4.76,141.95,190.33
STK023,2024-02-09,48.55,0.56,244.48,182.93
STK020,2024-07-13,21.8,-4.77,38.53,76.17
STK022,2024-08-09,4.11,1.77,102.86,264.44
STK006,2023-03-16,89.54,2.74,63.16,52.06
STK009,2023-10-07,42.27,-4.9,82.78,295.59
STK034,2024-10-13,63.67,-4.48,90.09,37.87
STK003,2023-05-24,36.22,-4.0,23.47,102.81
STK018,2023-03-23,18.89,-1.06,42.65,151.08
STK028,2024-06-20,65.36,-0.23,258.67,256.04
STK001,2024-11-03,49.55,2.15,176.97,89.52
STK009,2023-10-25,91.17,-2.82,134.45,51.75
STK025,2024-10-04,12.16,-2.78,201.52,150.97
STK006,2024-08-01,12.11,4.44,87.17,295.5
STK036,2023-09-06,18.76,-0.64,153.08,296.5
STK014,2024-04-06,46.54,-4.42,28.9,74.35
STK008,2024-05-09,90.11,-3.67,138.08,258.8
STK020,2024-04-01,46.65,4.85,275.18,155.67
STK023,2023-07-04,52.43,2.28,63.37,22.88
STK023,2023-02-25,62.04,-0.34,105.83,186.0
STK040,2023-01-05,33.01,-4.58,176.21,151.37
STK030,2024-09-01,91.86,3.81,187.95,45.26
STK023,2024-06-23,55.37,3.37,91.11,71.22
STK021,2023-10-11,40.72,1.89,114.07,61.94
